"country","lat","lon","aqi_category"
"Brazil","-20.143611","-44.2","Unhealthy for Sensitive Groups"
"China","31.064496","107.657628","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","33.113402","47.360652","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","36.0416927","50.5320519","Unhealthy for Sensitive Groups"
"El Salvador","13.95658675","-89.19209238367029","Unhealthy for Sensitive Groups"
"Mexico","19.0446393","-98.0440666","Unhealthy"
"India","21.6009239","71.2168014","Unhealthy"
"C̫te d'Ivoire","5.49462","-4.05183","Unhealthy for Sensitive Groups"
"China","29.7228427","112.4189037","Unhealthy"
"India","24.0682524","87.322812","Unhealthy"
"India","20.2736768","73.0045787","Unhealthy for Sensitive Groups"
"China","50.7926388","124.2932791","Unhealthy for Sensitive Groups"
"United States of America","33.9480787","-118.0691499","Unhealthy for Sensitive Groups"
"Brazil","-6.9411006","-49.6991328","Unhealthy for Sensitive Groups"
"Niger","16.972556","7.990739","Unhealthy"
"India","20.1959156","75.5516696","Unhealthy"
"India","27.5645949","76.6132248","Unhealthy"
"India","31.6343083","74.8736788","Unhealthy"
"India","26.4701505","71.5468097","Unhealthy"
"India","20.7218533","84.5347509","Unhealthy for Sensitive Groups"
"Chad","13.2125691","18.3396857","Unhealthy for Sensitive Groups"
"Pakistan","31.990465","74.663321","Unhealthy"
"Japan","36.6375879","138.5342619","Unhealthy for Sensitive Groups"
"India","23.4907117","80.1067203","Unhealthy"
"Algeria","36.3885111","4.4000106","Unhealthy for Sensitive Groups"
"India","23.396631","79.5408078","Unhealthy"
"India","29.5869304","77.4169206","Unhealthy"
"India","12.2261678","79.6515049","Unhealthy for Sensitive Groups"
"Mexico","19.0084963","-98.9971161","Unhealthy"
"Indonesia","-7.1291465","112.127947","Unhealthy"
"Pakistan","29.2389543","71.06148","Unhealthy"
"Tajikistan","39.9080152","68.9956351","Unhealthy for Sensitive Groups"
"India","14.3115367","79.8040343","Unhealthy for Sensitive Groups"
"India","24.0754424","76.0696202","Unhealthy"
"Indonesia","-7.731004","110.29843820382959","Unhealthy"
"Armenia","40.0617279","44.4427915","Unhealthy for Sensitive Groups"
"Japan","36.2382047","137.9687141","Unhealthy for Sensitive Groups"
"Philippines","14.7345008","120.9571635","Unhealthy"
"Pakistan","30.1628732","73.5687491","Unhealthy"
"Pakistan","25.5262817","69.0110617","Unhealthy"
"Pakistan","28.0224685","69.5521553","Unhealthy"
"Indonesia","-7.5864748","110.342195","Unhealthy"
"India","25.3773519","86.4731039","Unhealthy for Sensitive Groups"
"Pakistan","31.2521717","74.4202195","Unhealthy"
"China","26.4984504","108.4049346","Unhealthy for Sensitive Groups"
"China","33.0010496","112.5292693","Unhealthy"
"Mauritania","18.0792379","-15.9780071","Unhealthy"
"Sri Lanka","6.9738863","80.767127","Unhealthy for Sensitive Groups"
"China","44.5350141","125.6954363","Unhealthy"
"Colombia","4.4117876","-74.8845527","Unhealthy for Sensitive Groups"
"Venezuela (Bolivarian Republic of)","20.8815684","-103.5603371","Unhealthy for Sensitive Groups"
"India","27.7876802","76.9464927","Unhealthy"
"Bosnia and Herzegovina","43.5058554","18.774393","Unhealthy for Sensitive Groups"
"India","22.9236049","78.784917","Unhealthy"
"Tajikistan","39.0274695","70.3738916","Unhealthy for Sensitive Groups"
"India","26.1233184","83.545699","Unhealthy"
"Indonesia","-7.9803703","110.59523412415436","Unhealthy"
"India","16.7333666","82.2145164","Unhealthy for Sensitive Groups"
"Pakistan","33.7695323","72.3610911","Unhealthy"
"Venezuela (Bolivarian Republic of)","8.311268","-62.703943","Unhealthy for Sensitive Groups"
"China",NULL,NULL,"Unhealthy"
"China","24.1061919","117.8742021","Unhealthy"
"Mexico","18.2615076","-93.2231523","Unhealthy for Sensitive Groups"
"Mexico","19.05915005","-97.09953390101259","Unhealthy for Sensitive Groups"
"Mexico","17.9974686","-94.6360226","Unhealthy for Sensitive Groups"
"India","22.1336175","73.4201004","Unhealthy for Sensitive Groups"
"Senegal","14.693425","-17.447938","Unhealthy"
"China","46.2726","126.715","Unhealthy for Sensitive Groups"
"Brazil","-23.6866428","-46.6246935","Unhealthy for Sensitive Groups"
"India","21.1627819","80.0003209","Unhealthy"
"Mexico","30.0587704","-115.7249209","Unhealthy for Sensitive Groups"
"India","29.2091123","77.1734354","Unhealthy"
"India","22.0578244","78.9386203","Unhealthy"
"United States of America","40.8214894","-73.9876388","Unhealthy for Sensitive Groups"
"India","28.5534523","77.5555503","Unhealthy"
"India","18.0719614","75.3467917","Unhealthy for Sensitive Groups"
"Afghanistan","35.624049","69.178607","Unhealthy for Sensitive Groups"
"Chad","8.6524","18.3372833","Unhealthy"
"India","31.6110204","75.5209241","Unhealthy"
"United States of America","33.9694561","-118.1503953","Unhealthy for Sensitive Groups"
"India","31.3380959","76.7611631","Unhealthy for Sensitive Groups"
"Italy","44.6976778","7.8542707","Unhealthy for Sensitive Groups"
"Australia","-31.965","141.4511111","Unhealthy for Sensitive Groups"
"Cameroon","5.510861","10.638147","Unhealthy for Sensitive Groups"
"United States of America","33.8708215","-117.9294165","Unhealthy for Sensitive Groups"
"Colombia","4.7163036","-74.2122206","Unhealthy for Sensitive Groups"
"Pakistan","27.9058849","68.5114874","Unhealthy"
"Ethiopia","11.7368315","41.0840355","Unhealthy"
"United States of America","41.5997498","-90.9107038","Unhealthy for Sensitive Groups"
"Mexico","19.934396","-97.9604026","Unhealthy"
"China","35.3021133","113.9202062","Unhealthy"
"Kazakhstan","40.84782","68.50643","Unhealthy"
"India","20.9968453","75.5683795","Unhealthy for Sensitive Groups"
"India","24.3260012","73.9004588","Unhealthy"
"China","30.91485","108.38168","Unhealthy for Sensitive Groups"
"China","27.2327762","115.1292681","Unhealthy"
"Indonesia","-7.5419994","112.22662739779243","Unhealthy for Sensitive Groups"
"Pakistan","31.849697","73.9366415","Unhealthy"
"Jordan","32.5447","35.80446","Unhealthy for Sensitive Groups"
"India","22.2143736","70.3834253","Unhealthy for Sensitive Groups"
"Pakistan","32.1572558","71.2642781","Unhealthy"
"India","33.8601171","74.6498819","Unhealthy for Sensitive Groups"
"China","42.8254995","93.5130464","Unhealthy"
"India","29.1562688","75.7292303","Unhealthy"
"India","23.8526044","86.8788101","Unhealthy for Sensitive Groups"
"India","25.5731821","85.6730604","Unhealthy for Sensitive Groups"
"United States of America","47.9474034","-122.3036992","Unhealthy for Sensitive Groups"
"India","30.3739948","76.1528674","Unhealthy"
"India","21.0783986","72.8790065","Unhealthy for Sensitive Groups"
"India","27.365517","77.8297662","Unhealthy"
"France","49.2801594","3.6756348","Unhealthy for Sensitive Groups"
"India","24.5359971","80.2498947","Unhealthy for Sensitive Groups"
"India","25.8639349","78.0819797","Unhealthy for Sensitive Groups"
"India","27.5248631","82.6478703","Unhealthy for Sensitive Groups"
"India","19.5856691","76.2139769","Unhealthy for Sensitive Groups"
"United States of America","26.0061943","-80.2872086","Unhealthy"
"Chile","-33.6058638","-70.8785306","Unhealthy"
"Mexico","20.6758761","-101.3521052","Unhealthy for Sensitive Groups"
"India","28.4033531","78.1049538","Unhealthy"
"India","31.3323762","75.576889","Unhealthy"
"Pakistan","31.3330181","73.4183387","Unhealthy"
"Pakistan","24.9639937","69.296783","Unhealthy"
"China","27.0431288","114.9034181","Unhealthy for Sensitive Groups"
"China","29.1080344","119.6486487","Unhealthy for Sensitive Groups"
"Pakistan","25.0503174","61.7465561","Unhealthy"
"China","35.5867424","118.8269753","Unhealthy"
"India","25.7846684","84.6447511","Unhealthy"
"India","28.1956468","76.6165179","Unhealthy"
"Pakistan","27.6776538","68.9124229","Unhealthy"
"Mexico","19.6875296","-98.8757397","Unhealthy"
"Mexico","19.7173392","-99.2230683","Unhealthy"
"Israel","32.7938522","35.5328566","Unhealthy for Sensitive Groups"
"India","29.668036","77.32237","Unhealthy"
"Mexico","21.1428919","-88.1524717","Unhealthy for Sensitive Groups"
"Mali","16.7719091","-3.0087272","Unhealthy for Sensitive Groups"
"India","18.0086617","76.0707924","Unhealthy for Sensitive Groups"
"Mexico","19.6868252","-99.128342","Unhealthy"
"India","23.5615483","72.753396","Unhealthy"
"India","29.7446283","78.5220345","Unhealthy for Sensitive Groups"
"India","33.6446899","75.0188432","Unhealthy for Sensitive Groups"
"India","28.4279477","75.8054759","Unhealthy"
"China","34.6196539","112.4477046","Unhealthy for Sensitive Groups"
"India","22.8553332","71.7916919","Unhealthy"
"India","25.6466488","84.8763388","Unhealthy"
"Mali","18.4408358","1.4075395","Unhealthy for Sensitive Groups"
"United States of America","36.7955273","-76.2803036","Unhealthy for Sensitive Groups"
"India","25.6734935","83.3088254","Unhealthy"
"India","24.1390484","74.0461856","Unhealthy"
"United States of America","35.4859674","-106.01355","Unhealthy for Sensitive Groups"
"Brazil","-23.7129388","-46.4150871","Unhealthy for Sensitive Groups"
"Japan","34.8817102","136.5836516","Unhealthy for Sensitive Groups"
"Afghanistan","36.7356491","69.5350725","Unhealthy for Sensitive Groups"
"Malaysia","2.266995","102.5399606","Unhealthy for Sensitive Groups"
"China","28.9056122","111.4831705","Unhealthy"
"India","23.3034587","87.4139034","Unhealthy"
"India","12.9254734","79.3637892","Unhealthy for Sensitive Groups"
"Mexico","25.808517","-100.3224334","Unhealthy for Sensitive Groups"
"Pakistan","28.1395069","69.080266","Unhealthy"
"China","29.7705254","116.3217726","Unhealthy"
"India","23.0272718","77.0196962","Unhealthy"
"Kuwait","29.31667","48.05","Unhealthy"
"Indonesia","-7.1702337","112.6287178","Unhealthy"
"Greece",NULL,NULL,"Unhealthy for Sensitive Groups"
"Pakistan","34.0197521","72.9095797","Unhealthy"
"India","30.700625","76.2220763","Unhealthy"
"Venezuela (Bolivarian Republic of)","10.2891045","-67.7089327","Unhealthy"
"India","26.6088938","78.6833846","Unhealthy for Sensitive Groups"
"India","27.4955539","77.6855554","Unhealthy"
"Indonesia","3.5896654","98.6738261","Unhealthy for Sensitive Groups"
"China","50.821997","10.729611","Unhealthy for Sensitive Groups"
"Pakistan","32.38146","74.59713","Unhealthy"
"India","28.449104","78.7828513","Unhealthy"
"India","24.2056663","84.8707742","Unhealthy"
"Pakistan","36.0665757","71.8263406","Unhealthy for Sensitive Groups"
"Poland","50.288556299999996","18.97044253093511","Unhealthy for Sensitive Groups"
"Turkey","37.3324374","42.1854699","Unhealthy for Sensitive Groups"
"United States of America","37.9688124","-121.3407809","Unhealthy"
"India","21.5017098","86.9216712","Unhealthy"
"Namibia","-26.48333","17.15","Unhealthy for Sensitive Groups"
"India","21.7353478","81.9444592","Unhealthy"
"Nigeria","9.083333","6.016667","Unhealthy for Sensitive Groups"
"Venezuela (Bolivarian Republic of)","8.308788","-62.713236","Unhealthy for Sensitive Groups"
"India","23.164731","81.431622","Unhealthy"
"India","19.8041943","72.7495538","Unhealthy for Sensitive Groups"
"India","21.8498594","83.9254698","Unhealthy"
"Uganda","1.477991","32.000545","Unhealthy"
"India","25.4416137","75.6375815","Unhealthy"
"Peru","-11.5627697","-77.2699958","Unhealthy for Sensitive Groups"
"Nigeria","5.1128008","7.3651376","Unhealthy"
"Bangladesh","23.02013105","89.40820859749898","Unhealthy"
"C̫te d'Ivoire","5.89583","-4.28333","Unhealthy for Sensitive Groups"
"India","23.0266822","76.7167084","Unhealthy"
"Libya","31.7584309","14.0146898","Unhealthy for Sensitive Groups"
"Bangladesh","24.4260836","91.4091504","Unhealthy for Sensitive Groups"
"China","31.5900498","105.9762726","Unhealthy"
"India","26.6469447","77.6156532","Unhealthy"
"India","21.1245769","86.7389917","Unhealthy"
"Switzerland","47.3927146","8.0444448","Unhealthy for Sensitive Groups"
"India","18.5999031","77.5390888","Unhealthy"
"India","16.5777179","82.0032621","Unhealthy for Sensitive Groups"
"India","24.4253121","80.0348387","Unhealthy"
"Uzbekistan","40.1803305","68.2664478","Unhealthy for Sensitive Groups"
"El Salvador","13.670259999999999","-89.24631832742003","Unhealthy for Sensitive Groups"
"El Salvador","13.8013036","-89.1790784","Unhealthy for Sensitive Groups"
"United States of America","34.0361217","-117.9911765","Unhealthy for Sensitive Groups"
"India","23.3338687","88.642096","Unhealthy"
"India","23.8368768","75.2654242","Unhealthy"
"India","30.1713379","77.615188","Unhealthy"
"Serbia","44.8178131","20.4568974","Unhealthy for Sensitive Groups"
"Mexico","19.3125909","-100.4336857","Unhealthy for Sensitive Groups"
"India","26.2376895","77.6087951","Unhealthy"
"Tajikistan","40.1674291","69.5006461","Unhealthy for Sensitive Groups"
"China","35.5956915","116.987543","Unhealthy"
"India","10.6439275","78.8152688","Unhealthy for Sensitive Groups"
"Philippines","15.6658597","120.6397227","Unhealthy for Sensitive Groups"
"India","22.286833","82.167778","Unhealthy"
"Brazil","-23.743724","-46.397084","Unhealthy"
"India","30.8368764","76.1913755","Unhealthy"
"Mexico","19.1642212","-99.5697775","Unhealthy for Sensitive Groups"
"India","24.3139578","79.118333","Unhealthy"
"India","31.0831064","75.3366711","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","32.03389","51.87944","Unhealthy for Sensitive Groups"
"Kenya","-0.156525","35.187494","Unhealthy"
"China","34.9367","115.138","Unhealthy for Sensitive Groups"
"India","30.7719968","77.013871","Unhealthy"
"India","22.6882446","77.2948373","Unhealthy"
"Brazil","-22.945043","-47.312182","Unhealthy"
"United States of America","34.051522","-118.129807","Unhealthy for Sensitive Groups"
"China","36.2150252","117.6698329","Unhealthy for Sensitive Groups"
"France","14.6776144","-60.939021","Unhealthy for Sensitive Groups"
"China","36.4441808","115.9642007","Unhealthy"
"Gabon","0.4086518","9.4418849","Unhealthy for Sensitive Groups"
"India","26.357794","86.069304","Unhealthy"
"Kenya","-1.8","37.6166","Unhealthy"
"India","22.597808","80.3720781","Unhealthy"
"India","25.6677252","73.1188299","Unhealthy"
"India","22.975325","86.8539608","Unhealthy"
"Dominican Republic","19.2237411","-70.5284071","Unhealthy"
"India","22.0514367","72.8069758","Unhealthy"
"India","27.9924519","93.7985889","Unhealthy"
"China","37.5545852","112.1539251","Unhealthy for Sensitive Groups"
"China","35.2075729","113.2533977","Unhealthy"
"India","23.4298561","85.327582","Unhealthy"
"India","20.2492531","77.9063702","Unhealthy for Sensitive Groups"
"India","20.5042089","86.4159937","Unhealthy"
"India","25.51958905","86.4264545806904","Unhealthy"
"Israel","32.723612","35.312492","Unhealthy for Sensitive Groups"
"Senegal","16.466294","-15.688449","Unhealthy"
"India","26.0276522","78.7324691","Unhealthy"
"Venezuela (Bolivarian Republic of)","10.4677932","-68.0436682","Unhealthy"
"India","22.4601371","88.1340191","Unhealthy"
"China","21.9434443","108.653776","Unhealthy"
"United States of America","30.6743643","-96.3699632","Unhealthy for Sensitive Groups"
"Tunisia","36.73849","9.17569","Unhealthy for Sensitive Groups"
"India","23.5865252","75.4223442","Unhealthy for Sensitive Groups"
"Kyrgyzstan","40.06844595","70.82307537525898","Unhealthy for Sensitive Groups"
"China","23.0501661","112.4603629","Unhealthy for Sensitive Groups"
"China","39.4833502","115.96858","Unhealthy"
"Mexico","21.2081078","-97.8798993","Unhealthy for Sensitive Groups"
"South Africa","-33.368333","19.309167","Unhealthy for Sensitive Groups"
"Iraq","34.6865956","44.9603501","Unhealthy for Sensitive Groups"
"Guinea","12.485154","-13.298509","Unhealthy"
"France","43.1007714","5.8788948","Unhealthy for Sensitive Groups"
"China","45.6003911","84.8660538","Unhealthy for Sensitive Groups"
"India","21.1629711","78.4102353","Unhealthy"
"Pakistan","28.5807325","65.4207071","Unhealthy"
"France","43.5761076","7.0191865","Unhealthy for Sensitive Groups"
"Pakistan","33.2543205","73.3065712","Unhealthy"
"United States of America","46.93003","-94.5204074","Unhealthy for Sensitive Groups"
"Iran (Islamic Republic of)","25.3309487","51.53134349946271","Unhealthy for Sensitive Groups"
"China","35.6254159","111.362708","Unhealthy for Sensitive Groups"
"China",NULL,NULL,"Unhealthy for Sensitive Groups"
"China","41.8026095","123.4279105","Unhealthy for Sensitive Groups"
"India","23.3897362","76.712074","Unhealthy"
"Mexico","20.943727","-101.427043","Unhealthy for Sensitive Groups"
"Syrian Arab Republic","33.4592565","36.2394466","Unhealthy"
"Pakistan","29.7537082","73.2446925","Unhealthy"
"India","23.5350475","87.3380425","Unhealthy for Sensitive Groups"
"Uzbekistan","40.524670349999994","68.02775169345992","Unhealthy"
"United States of America","33.917028","-118.4156337","Unhealthy for Sensitive Groups"
"China","43.6141467","118.049795","Unhealthy"
"India","24.8343824","83.0595346","Unhealthy for Sensitive Groups"
"India","22.8201982","72.9386868","Unhealthy"
"India","20.5576062","74.5246514","Unhealthy for Sensitive Groups"
"Colombia","5.0668907","-75.5066661","Unhealthy for Sensitive Groups"
"India","23.1777293","88.0966249","Unhealthy"
"France","43.6008898","6.9963543","Unhealthy for Sensitive Groups"
"China","22.8193063","108.3627211","Unhealthy for Sensitive Groups"
"Pakistan","27.6647173","68.3600339","Unhealthy"
"China","29.5827203","105.0544575","Unhealthy"
"India","18.6732693","78.0978477","Unhealthy for Sensitive Groups"
"Oman","22.9323884","57.5311","Unhealthy for Sensitive Groups"
"Brazil","-22.7592175","-43.4508728","Unhealthy"
"Serbia","45.2551338","19.8451756","Unhealthy for Sensitive Groups"
"France","44.1006693","3.0777594","Unhealthy for Sensitive Groups"
"Libya","27.5815311","14.3448212","Unhealthy"
"Brazil","-20.0893","-43.9462","Unhealthy"
"Indonesia","-7.520138","112.5615918","Unhealthy for Sensitive Groups"
"United States of America","17.9850901","-66.1135657","Unhealthy for Sensitive Groups"
"India","23.4901568","87.7474984","Unhealthy"
"India","27.943483","78.1575209","Unhealthy"
"Pakistan","32.2773931","71.5545115","Unhealthy"
"India","21.9690368","76.6935825","Unhealthy"
"Japan","35.3195107","136.7027348","Unhealthy for Sensitive Groups"
"Dominican Republic","19.4283044","-70.6673914","Unhealthy for Sensitive Groups"
"Egypt","30.6702546","31.5889562","Unhealthy for Sensitive Groups"
"Japan","36.8645966","136.9704027","Unhealthy for Sensitive Groups"
"India","23.904512","79.569737","Unhealthy"
"India","19.7158472","77.1388362","Unhealthy"
"South Africa","-27.834182","25.912649","Unhealthy for Sensitive Groups"
"United States of America","18.1404346","-67.1270139","Unhealthy for Sensitive Groups"
"China",NULL,NULL,"Unhealthy"
"China","46.2354272","130.5570647","Unhealthy for Sensitive Groups"
"India","27.23423","78.20021","Unhealthy"
"India","26.5241586","88.7197513","Unhealthy"
"India","32.7185614","74.8580917","Unhealthy"
"Indonesia","-7.5775839","110.8955643","Unhealthy"
"Pakistan","29.022","67.4507","Unhealthy"
"Malaysia","6.2667849","100.4197465","Unhealthy for Sensitive Groups"
"India","19.2396742","73.1366482","Unhealthy"
"India","18.3251976","78.3360019","Unhealthy"
"Pakistan","27.0594568","68.2103517","Unhealthy for Sensitive Groups"
"India","23.9326816","76.6005849","Unhealthy"
"India","29.2117573","78.9617306","Unhealthy"
"Pakistan","31.1175143","74.4478314","Unhealthy"
"India","21.0966021","74.03268","Unhealthy for Sensitive Groups"
"India","20.8036304","78.7845576","Unhealthy for Sensitive Groups"
"India","27.5397835","77.2142529","Unhealthy"
"Pakistan","27.8468014","67.908116","Unhealthy"
"El Salvador","13.8761841","-88.6284918","Unhealthy for Sensitive Groups"
"China","35.1005834","117.4551974","Unhealthy"
"South Africa","-26.975276","26.671926","Unhealthy"
"Nigeria","7.7791666","4.5538891","Unhealthy for Sensitive Groups"
"Panama","9.0829832","-79.2903667","Unhealthy for Sensitive Groups"
"Bangladesh","22.5785847","89.9692183","Unhealthy for Sensitive Groups"
"Italy","45.5892665","9.2003742","Unhealthy for Sensitive Groups"
"India","20.0943037","73.9279539","Unhealthy for Sensitive Groups"
"Italy","45.6309999","8.8898408","Unhealthy for Sensitive Groups"
"India","22.883175","88.7621132","Unhealthy"
"India","26.4645422","84.4433697","Unhealthy"
"Chile","-34.0644743","-70.7262983","Unhealthy for Sensitive Groups"
"India","18.3833479","78.1819175","Unhealthy for Sensitive Groups"
"China","31.56338","107.1095869","Unhealthy"
"Nigeria","9.58519","8.2926136","Unhealthy for Sensitive Groups"
"Pakistan","30.7269883","72.6450218","Unhealthy"
"Pakistan","27.5892431","67.9996747","Unhealthy"
"China","39.10737105","117.20184764116718","Unhealthy for Sensitive Groups"
"Guatemala","15.3319392","-88.9472642","Unhealthy for Sensitive Groups"
"Brazil","-19.617778","-44.043055","Unhealthy"
"Uganda","0.6154854","33.4794594","Unhealthy for Sensitive Groups"
"India","23.0718743","70.131715","Unhealthy"
"India","19.479155849999998","79.78473820471044","Unhealthy for Sensitive Groups"
"India","22.633333","88.4","Unhealthy"
"Mexico","19.5577737","-99.1354215","Unhealthy"
"India","23.7911288","87.3780882","Unhealthy"
"India","23.8538893","73.7087177","Unhealthy"
"India","21.1896499","81.2851077","Unhealthy"
"Nigeria","7.533333","3.416667","Unhealthy"
"Senegal","14.333965","-16.404219","Unhealthy for Sensitive Groups"
"India","23.6931596","71.9008666","Unhealthy"
"India","20.5484132","78.8411206","Unhealthy"
"Oman","22.6895878","58.5469793","Unhealthy"
"China","36.440361","107.153971","Unhealthy"
"India","24.5241285","78.2357454","Unhealthy"
"China","30.07087","118.59032","Unhealthy"
"Indonesia","-6.546294","105.6999768","Unhealthy"
"India","17.7231276","83.3012842","Unhealthy"
"India","19.197482","72.856711","Unhealthy"
"India","20.1029211","77.1353872","Unhealthy"
"China","30.982267","113.980354","Unhealthy"
"China","32.5257537","112.3633342","Unhealthy"
"China","23.884486","117.094287","Unhealthy for Sensitive Groups"
"China","29.3594838","113.1229551","Unhealthy for Sensitive Groups"
"China","30.1236535","104.6477717","Unhealthy"
"India","22.1888242","87.9833125","Unhealthy"
"Finland","60.1227857","24.4406694","Unhealthy"
"India","26.3223696","89.4592445","Unhealthy"
"Senegal","12.8921154","-14.9400971","Unhealthy for Sensitive Groups"
"Kyrgyzstan","42.8888241","74.8457492","Unhealthy for Sensitive Groups"
"India",NULL,NULL,"Unhealthy"
"Pakistan","25.9592881","68.8887037","Unhealthy"
"China","33.68451","118.62232","Unhealthy"
"India","22.4158035","74.5662861","Unhealthy"
"India","16.550459","81.211265","Unhealthy"
"United States of America","33.9316066","-117.9454867","Unhealthy for Sensitive Groups"
"India","18.873316","79.4999242","Unhealthy"
"Dominican Republic","19.5617865","-70.8744358","Unhealthy"
"Switzerland","47.3898617","8.690503","Unhealthy for Sensitive Groups"
"India","20.7464941","78.5997922","Unhealthy"
"Mexico","19.4038045","-99.5282454","Unhealthy for Sensitive Groups"
"India","27.1764882","76.9187164","Unhealthy"
"Italy","44.991873","10.74309","Unhealthy for Sensitive Groups"
"India","22.6503147","77.7509281","Unhealthy"
"Uzbekistan","40.7488652","69.2159017","Unhealthy for Sensitive Groups"
"India","19.7729028","76.799562","Unhealthy"
"Finland","60.1674881","24.9427473","Unhealthy"
"Iran (Islamic Republic of)","30.2363224","49.7122886","Unhealthy"
"India","24.8392309","77.8871214","Unhealthy"
"Uzbekistan","41.5574298","69.7063727","Unhealthy for Sensitive Groups"
"Turkmenistan","39.2023717","54.587459","Unhealthy for Sensitive Groups"
"China","46.1153","126.051","Unhealthy for Sensitive Groups"
"United States of America","33.9188589","-118.3483256","Unhealthy for Sensitive Groups"
"Aruba","12.52398","-70.02703","Unhealthy"
"Benin","6.3666147","2.0853599","Unhealthy for Sensitive Groups"
"Pakistan","31.2443583","74.2138126","Unhealthy"
"Nepal","26.539598","86.74855","Unhealthy for Sensitive Groups"
"India","21.2469","76.036","Unhealthy for Sensitive Groups"
"India","23.6368925","79.0643258","Unhealthy"
"Ethiopia","7.1242676","40.0080973","Unhealthy for Sensitive Groups"
"Brazil","-20.0489052","-44.2731691","Unhealthy for Sensitive Groups"
"India","21.5856358","83.0782699","Unhealthy"
"India","24.101593","77.6905891","Unhealthy"
"Pakistan","26.4255959","67.8625638","Unhealthy"
"India","23.3002343","81.364771","Unhealthy"
"China","31.2323437","121.4691024","Unhealthy"
"India","19.262469","76.7718","Unhealthy for Sensitive Groups"
"India","31.2206734","75.7696463","Unhealthy for Sensitive Groups"
"India","17.9907746","74.4298834","Unhealthy for Sensitive Groups"
"India","30.799377","76.914853","Unhealthy for Sensitive Groups"
"Jamaica","17.9956926","-76.9540831","Unhealthy for Sensitive Groups"
"China","21.289356","110.0089281","Unhealthy"
"India","24.6473824","76.0438211","Unhealthy"
"China","45.6156275","122.8360811","Unhealthy for Sensitive Groups"
"Indonesia","-7.1551975","110.0507301","Unhealthy"
"India","23.235601","87.0660229","Unhealthy"
"United States of America","33.8825705","-118.1167679","Unhealthy for Sensitive Groups"
"Bangladesh","24.0779947","89.6103537","Unhealthy for Sensitive Groups"
"India","27.3861913","77.6773739","Unhealthy"
"Guinea-Bissau","12.2235221","-15.4507416","Unhealthy"
"Iran (Islamic Republic of)","24.956654649999997","55.147647448637606","Unhealthy for Sensitive Groups"
"India","22.1686","71.6685","Unhealthy for Sensitive Groups"
"Gambia","13.2743914","-16.6454431","Unhealthy"
"Philippines","14.484908","121.2303409","Unhealthy for Sensitive Groups"
"China",NULL,NULL,"Unhealthy"
"India","21.2471857","75.2989555","Unhealthy for Sensitive Groups"
"United States of America","34.0923014","-118.3692894","Unhealthy for Sensitive Groups"
"Thailand","14.5950475","100.3538907","Unhealthy for Sensitive Groups"
"China","32.0360349","118.8559864","Unhealthy"
"China","24.0999877","107.8249204","Unhealthy"
"China","40.8171433","114.8782861","Unhealthy"
"Yemen","14.2990691","44.3794492","Unhealthy for Sensitive Groups"
"India","20.9316219","77.7588455","Unhealthy"
"China","30.3527871","105.458964","Unhealthy"
"India","29.5212674","76.603457","Unhealthy for Sensitive Groups"
"France","46.9510313","4.2989478","Unhealthy"
"United States of America","34.1338751","-117.9056046","Unhealthy for Sensitive Groups"
"Afghanistan","34.4938494","69.2757331","Unhealthy for Sensitive Groups"
"India","22.6469581","88.343612","Unhealthy"
"India","22.3521695","85.4647922","Unhealthy for Sensitive Groups"
"India","20.2602964","85.8394521","Unhealthy for Sensitive Groups"
"Brazil","-23.5234673","-46.8406808","Unhealthy"
"United States of America","33.8322043","-118.2517547","Unhealthy for Sensitive Groups"
"India","19.9508161","79.2986673","Unhealthy"
"India","26.1715018","79.4601952","Unhealthy"
"Iraq","33.3061701","44.3872213","Unhealthy for Sensitive Groups"
"India","29.5426243","77.5945806","Unhealthy"
"Pakistan","31.750192","73.798709","Unhealthy"
"Indonesia","-7.1586313","108.1475296","Unhealthy"
"Indonesia","-6.017389","106.0537688","Unhealthy"
"France","43.190571","6.0420201","Unhealthy for Sensitive Groups"
"Gambia","13.6170142","-14.923056","Unhealthy"
"Tunisia","36.69639","10.49167","Unhealthy for Sensitive Groups"
"United States of America","40.7182356","-74.3592296","Unhealthy for Sensitive Groups"
"Guatemala","14.6470936","-90.7371578","Unhealthy for Sensitive Groups"
"India","27.1771454","77.7575072","Unhealthy"
"India","20.7116604","77.002632","Unhealthy"
"India","21.0949","77.0526","Unhealthy"
"Kazakhstan","43.6353364","51.168222","Unhealthy"
"India","15.8799583","78.1350753","Unhealthy for Sensitive Groups"
"India","17.68897","83.003476","Unhealthy for Sensitive Groups"
"Mauritania","20.5181943","-13.0543928","Unhealthy"
"Tunisia","35.72917","10.58082","Unhealthy for Sensitive Groups"
"India","25.686252","81.923559","Unhealthy"
"Saudi Arabia","21.420847","39.826869","Unhealthy"
"India","13.3208103","79.585197","Unhealthy for Sensitive Groups"
"Mexico","20.051702","-99.3450677","Unhealthy for Sensitive Groups"
"India","21.2663002","80.2968192","Unhealthy"
"Pakistan","28.1646085","69.7299309","Unhealthy"
"India","32.9219726","75.1331482","Unhealthy"
"Senegal","14.2308841","-16.7427214","Unhealthy"
"Pakistan","25.4245266","68.5296162","Unhealthy"
"China","26.7253","109.004","Unhealthy"
